"108094","geo-no-fee-unrestricted","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"No Fee Unrestricted Use License Agreement For Government Geographic Data (Canada)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1226945498401&lang=eng\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"geo-no-fee-unrestricted\"}"
"108145","apache","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Apache Software License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"apache\"}"
"108146","pythonsoftfoundation","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Python Software Foundation License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/PythonSoftFoundation.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"pythonsoftfoundation\"}"
"108147","postgresql","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"The PostgreSQL License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/postgresql\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"postgresql\"}"
"108148","cc-by-sa","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Creative Commons Attribution Share-Alike\", \"domain_data\": false, \"is_okd_compliant\": true, \"domain_content\": true, \"url\": \"http://www.opendefinition.org/licenses/cc-by-sa\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"cc-by-sa\"}"
"108149","other-pd","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Other (Public Domain)\", \"domain_data\": false, \"is_okd_compliant\": true, \"is_generic\": true, \"url\": \"\", \"is_osi_compliant\": false, \"domain_content\": true, \"domain_software\": false, \"id\": \"other-pd\"}"
"108150","ca-tosl1.1","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Computer Associates Trusted Open Source License 1.1\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/ca-tosl1.1.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"ca-tosl1.1\"}"
"108151","rpl1.5","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Reciprocal Public License 1.5 (RPL1.5)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/rpl1.5.txt\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"rpl1.5\"}"
"108152","sleepycat","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Sleepycat License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/sleepycat.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"sleepycat\"}"
"108153","ms-pl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Microsoft Public License (Ms-PL)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/ms-pl.html\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"ms-pl\"}"
"108154","nasa1.3","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"NASA Open Source Agreement 1.3\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/nasa1.3.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"nasa1.3\"}"
"108155","naumen","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Naumen Public License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/naumen.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"naumen\"}"
"108156","afl-3.0","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Academic Free License 3.0 (AFL 3.0)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/afl-3.0.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"afl-3.0\"}"
"108157","uk-ogl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"UK Open Government Licence (OGL)\", \"domain_data\": true, \"is_okd_compliant\": false, \"domain_content\": true, \"url\": \"http://reference.data.gov.uk/id/open-government-licence\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"uk-ogl\"}"
"108158","cddl1","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Common Development and Distribution License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/cddl1.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"cddl1\"}"
"108159","w3c","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"W3C License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/W3C.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"w3c\"}"
"108160","zpl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Zope Public License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/zpl.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"zpl\"}"
"108161","dli-model-use","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Statistics Canada: Data Liberation Initiative (DLI) - Model Data Use Licence\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"dli-model-use\"}"
"108162","notspecified","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"License Not Specified\", \"domain_data\": false, \"is_okd_compliant\": false, \"is_generic\": true, \"url\": \"\", \"is_osi_compliant\": false, \"domain_content\": false, \"domain_software\": false, \"id\": \"notspecified\"}"
"108163","nosl3.0","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Non-Profit Open Software License 3.0 (Non-Profit OSL 3.0)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/NOSL3.0.html\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"nosl3.0\"}"
"108164","openfont","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Open Font License 1.1 (OFL 1.1)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/openfont.html\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"openfont\"}"
"108165","mozilla","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Mozilla Public License 1.0 (MPL)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"mozilla\"}"
"108166","zlib-license","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"zlib/libpng license\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/zlib-license.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"zlib-license\"}"
"108167","mitre","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"MITRE Collaborative Virtual Workspace License (CVW License)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"mitre\"}"
"108168","frameworx","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Frameworx License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/frameworx.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"frameworx\"}"
"108169","localauth-withrights","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Local Authority Copyright with data.gov.uk rights\", \"domain_data\": false, \"is_okd_compliant\": true, \"domain_content\": true, \"url\": \"\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"localauth-withrights\"}"
"108170","mit-license","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"MIT license\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/mit-license.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"mit-license\"}"
"108171","entessa","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Entessa Public License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/entessa.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"entessa\"}"
"108172","vovidapl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Vovida Software License v. 1.0\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/vovidapl.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"vovidapl\"}"
"108173","wxwindows","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"wxWindows Library License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/wxwindows.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"wxwindows\"}"
"108174","lgpl-2.1","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"GNU Library or \\\"Lesser\\\" General Public License (LGPL)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/lgpl-2.1.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"lgpl-2.1\"}"
"108175","gfdl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"GNU Free Documentation License\", \"domain_data\": false, \"is_okd_compliant\": true, \"domain_content\": true, \"url\": \"http://www.opendefinition.org/licenses/gfdl\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"gfdl\"}"
"108176","jabber-osl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Jabber Open Source License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"jabber-osl\"}"
"108177","cc-by","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Creative Commons Attribution\", \"domain_data\": false, \"is_okd_compliant\": true, \"domain_content\": true, \"url\": \"http://www.opendefinition.org/licenses/cc-by\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"cc-by\"}"
"108178","odc-odbl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Open Data Commons Open Database License (ODbL)\", \"domain_data\": true, \"is_okd_compliant\": true, \"domain_content\": false, \"url\": \"http://www.opendefinition.org/licenses/odc-odbl\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"odc-odbl\"}"
"108179","simpl-2.0","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Simple Public License 2.0\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/simpl-2.0.html\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"simpl-2.0\"}"
"108180","ukcrown-withrights","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"UK Crown Copyright with data.gov.uk rights\", \"domain_data\": false, \"is_okd_compliant\": true, \"domain_content\": true, \"url\": \"\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"ukcrown-withrights\"}"
"108181","artistic-license-2.0","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Artistic license 2.0\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/artistic-license-2.0.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"artistic-license-2.0\"}"
"108182","other-nc","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Other (Non-Commercial)\", \"domain_data\": false, \"is_okd_compliant\": false, \"is_generic\": true, \"url\": \"\", \"is_osi_compliant\": false, \"domain_content\": false, \"domain_software\": false, \"id\": \"other-nc\"}"
"108183","sunpublic","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Sun Public License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/sunpublic.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"sunpublic\"}"
"108184","cpal_1.0","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Common Public Attribution License 1.0 (CPAL)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/cpal_1.0\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"cpal_1.0\"}"
"108185","cc-zero","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Creative Commons CCZero\", \"domain_data\": true, \"is_okd_compliant\": true, \"domain_content\": true, \"url\": \"http://www.opendefinition.org/licenses/cc-zero\", \"is_osi_compliant\": false, \"domain_software\": true, \"id\": \"cc-zero\"}"
"108186","ibmpl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"IBM Public License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/ibmpl.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"ibmpl\"}"
"108187","sybase","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Sybase Open Watcom Public License 1.0\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/sybase.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"sybase\"}"
"108188","bsd-license","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"BSD licenses (New and Simplified)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/bsd-license.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"bsd-license\"}"
"108189","sun-issl","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Sun Industry Standards Source License (SISSL)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"sun-issl\"}"
"108190","eiffel","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Eiffel Forum License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"eiffel\"}"
"108191","php","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"PHP License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/php.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"php\"}"
"108192","ukcrown","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"UK Crown Copyright\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"\", \"is_osi_compliant\": false, \"domain_software\": false, \"id\": \"ukcrown\"}"
"108193","miros","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"MirOS Licence\", \"domain_data\": false, \"is_okd_compliant\": true, \"domain_content\": true, \"url\": \"http://www.opensource.org/licenses/miros.html\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"miros\"}"
"108194","apl1.0","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Adaptive Public License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/apl1.0.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"apl1.0\"}"
"108195","nethack","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"Nethack General Public License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.opensource.org/licenses/nethack.php\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"nethack\"}"
"108196","user-jsim","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"JSIM Software License\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://www.physiome.org/jsim/download/license.html\", \"is_osi_compliant\": false, \"domain_software\": true, \"id\": \"user-jsim\"}"
"108197","eupl-1.1","{\"status\": \"active\", \"maintainer\": \"\", \"family\": \"\", \"title\": \"European Union Public License, Version 1.1 (EUPL-1.1)\", \"domain_data\": false, \"is_okd_compliant\": false, \"domain_content\": false, \"url\": \"http://opensource.org/licenses/EUPL-1.1\", \"is_osi_compliant\": true, \"domain_software\": true, \"id\": \"eupl-1.1\"}"
